occurenceId	sourceTaxonName	targetTaxonName	interactionTypeName	interactionTypeId	Season	Start Month	Start Date	2014	End Month	End Date	End Year	Country	localityName	synchronous_YN	contact_YN	roostCat1	ENVO_cat1	roostCat2	ENVO_cat2	roostCat3	ENVO_cat3	InteractionText	roostUsageType	InteractionReferencePage	Basis of record	RecordReference	FrequencyofOccurances	Tags	Habitat	referenceFileName	referenceDOI	referenceURL	referenceCitation	contributors
Graham1988-b28	Chrotopterus auritus	Lonchophylla handleyi	co-roosts with	http://purl.obolibrary.org/obo/RO_0002801		06		1977	06		1984	Peru	eastern Peruvian Andes and in the adjacent lowlands.	yes	not specified	cave	ENVO_00000067					Appendix 1		718	Various		1			Graham_1988	10.2307/1381626	https://academic.oup.com/jmammal/article/69/4/711/884072	Graham 1988. Interspecific associations among Peruvian bats at diurnal roost and roost sites. Journal of Mammalogy, 69:711-720.	ARW, ACS
Graham1988-b29	Chrotopterus auritus	Micronycteris minuta	co-roosts with	http://purl.obolibrary.org/obo/RO_0002801		06		1977	06		1984	Peru	eastern Peruvian Andes and in the adjacent lowlands.	yes	not specified	cave	ENVO_00000067					Appendix 1		718	Various		1			Graham_1988	10.2307/1381626	https://academic.oup.com/jmammal/article/69/4/711/884072	Graham 1988. Interspecific associations among Peruvian bats at diurnal roost and roost sites. Journal of Mammalogy, 69:711-720.	ARW, ACS
Graham1988-b30	Chrotopterus auritus	Phyllostomus hastatus	co-roosts with	http://purl.obolibrary.org/obo/RO_0002801		06		1977	06		1984	Peru	eastern Peruvian Andes and in the adjacent lowlands.	yes	not specified	cave	ENVO_00000067					Appendix 1		718	Various		2			Graham_1988	10.2307/1381626	https://academic.oup.com/jmammal/article/69/4/711/884072	Graham 1988. Interspecific associations among Peruvian bats at diurnal roost and roost sites. Journal of Mammalogy, 69:711-720.	ARW, ACS
Graham1988-b31	Chrotopterus auritus	Pteronotus parnellii	co-roosts with	http://purl.obolibrary.org/obo/RO_0002801		06		1977	06		1984	Peru	eastern Peruvian Andes and in the adjacent lowlands.	yes	not specified	cave	ENVO_00000067					Appendix 1		718	Various		1			Graham_1988	10.2307/1381626	https://academic.oup.com/jmammal/article/69/4/711/884072	Graham 1988. Interspecific associations among Peruvian bats at diurnal roost and roost sites. Journal of Mammalogy, 69:711-720.	ARW, ACS
Graham1988-b32	Chrotopterus auritus	Pteronotus personatus	co-roosts with	http://purl.obolibrary.org/obo/RO_0002801		06		1977	06		1984	Peru	eastern Peruvian Andes and in the adjacent lowlands.	yes	not specified	cave	ENVO_00000067					Appendix 1		718	Various		1			Graham_1988	10.2307/1381626	https://academic.oup.com/jmammal/article/69/4/711/884072	Graham 1988. Interspecific associations among Peruvian bats at diurnal roost and roost sites. Journal of Mammalogy, 69:711-720.	ARW, ACS
Graham1988-b33	Chrotopterus auritus	Vampyrops infuscus	co-roosts with	http://purl.obolibrary.org/obo/RO_0002801		06		1977	06		1984	Peru	eastern Peruvian Andes and in the adjacent lowlands.	yes	not specified	cave	ENVO_00000067					Appendix 1		718	Various		1			Graham_1988	10.2307/1381626	https://academic.oup.com/jmammal/article/69/4/711/884072	Graham 1988. Interspecific associations among Peruvian bats at diurnal roost and roost sites. Journal of Mammalogy, 69:711-720.	ARW, ACS
Graham1988-b34	Cormura brevirostris	Saccopteryx bilineata	co-roosts with	http://purl.obolibrary.org/obo/RO_0002801		06		1977	06		1984	Peru	eastern Peruvian Andes and in the adjacent lowlands.	yes	not specified	tree	ENVO_01001057	standing tree				Appendix 1		718	Various		1			Graham_1988	10.2307/1381626	https://academic.oup.com/jmammal/article/69/4/711/884072	Graham 1988. Interspecific associations among Peruvian bats at diurnal roost and roost sites. Journal of Mammalogy, 69:711-720.	ARW, ACS
Graham1988-b35	Desmodus rotundus	Carollia perspicillata	co-roosts with	http://purl.obolibrary.org/obo/RO_0002801		06		1977	06		1984	Peru	eastern Peruvian Andes and in the adjacent lowlands.	yes	not specified	cave	ENVO_00000067					Appendix 1		719	Various		1			Graham_1988	10.2307/1381626	https://academic.oup.com/jmammal/article/69/4/711/884072	Graham 1988. Interspecific associations among Peruvian bats at diurnal roost and roost sites. Journal of Mammalogy, 69:711-720.	ARW, ACS
Graham1988-b36	Desmodus rotundus	Desmodus youngi	co-roosts with	http://purl.obolibrary.org/obo/RO_0002801		06		1977	06		1984	Peru	eastern Peruvian Andes and in the adjacent lowlands.	yes	not specified	cave	ENVO_00000067					Appendix 1		719	Various		2			Graham_1988	10.2307/1381626	https://academic.oup.com/jmammal/article/69/4/711/884072	Graham 1988. Interspecific associations among Peruvian bats at diurnal roost and roost sites. Journal of Mammalogy, 69:711-720.	ARW, ACS
Graham1988-b37	Desmodus rotundus	Diphylla ecaudata	co-roosts with	http://purl.obolibrary.org/obo/RO_0002801		06		1977	06		1984	Peru	eastern Peruvian Andes and in the adjacent lowlands.	yes	not specified	cave	ENVO_00000067					Appendix 1		719	Various		1			Graham_1988	10.2307/1381626	https://academic.oup.com/jmammal/article/69/4/711/884072	Graham 1988. Interspecific associations among Peruvian bats at diurnal roost and roost sites. Journal of Mammalogy, 69:711-720.	ARW, ACS
Graham1988-b38	Desmodus rotundus	Glossophaga soricina	co-roosts with	http://purl.obolibrary.org/obo/RO_0002801		06		1977	06		1984	Peru	eastern Peruvian Andes and in the adjacent lowlands.	yes	not specified	cave	ENVO_00000067					Appendix 1		719	Various		1			Graham_1988	10.2307/1381626	https://academic.oup.com/jmammal/article/69/4/711/884072	Graham 1988. Interspecific associations among Peruvian bats at diurnal roost and roost sites. Journal of Mammalogy, 69:711-720.	ARW, ACS
Graham1988-b39	Desmodus rotundus	Micronycteris megalotis	co-roosts with	http://purl.obolibrary.org/obo/RO_0002801		06		1977	06		1984	Peru	eastern Peruvian Andes and in the adjacent lowlands.	yes	not specified	cave	ENVO_00000067					Appendix 1		719	Various		1			Graham_1988	10.2307/1381626	https://academic.oup.com/jmammal/article/69/4/711/884072	Graham 1988. Interspecific associations among Peruvian bats at diurnal roost and roost sites. Journal of Mammalogy, 69:711-720.	ARW, ACS
Graham1988-b40	Desmodus rotundus	Phyllostomus hastatus	co-roosts with	http://purl.obolibrary.org/obo/RO_0002801		06		1977	06		1984	Peru	eastern Peruvian Andes and in the adjacent lowlands.	yes	not specified	cave	ENVO_00000067					Appendix 1		719	Various		2			Graham_1988	10.2307/1381626	https://academic.oup.com/jmammal/article/69/4/711/884072	Graham 1988. Interspecific associations among Peruvian bats at diurnal roost and roost sites. Journal of Mammalogy, 69:711-720.	ARW, ACS
Graham1988-b41	Desmodus rotundus	Vampyrops infuscus	co-roosts with	http://purl.obolibrary.org/obo/RO_0002801		06		1977	06		1984	Peru	eastern Peruvian Andes and in the adjacent lowlands.	yes	not specified	cave	ENVO_00000067					Appendix 1		719	Various		1			Graham_1988	10.2307/1381626	https://academic.oup.com/jmammal/article/69/4/711/884072	Graham 1988. Interspecific associations among Peruvian bats at diurnal roost and roost sites. Journal of Mammalogy, 69:711-720.	ARW, ACS
Graham1988-b42	Glossophaga soricina	Carollia perspicillata	co-roosts with	http://purl.obolibrary.org/obo/RO_0002801		06		1977	06		1984	Peru	eastern Peruvian Andes and in the adjacent lowlands.	yes	not specified	cave	ENVO_00000067					Appendix 1		719	Various		7			Graham_1988	10.2307/1381626	https://academic.oup.com/jmammal/article/69/4/711/884072	Graham 1988. Interspecific associations among Peruvian bats at diurnal roost and roost sites. Journal of Mammalogy, 69:711-720.	ARW, ACS
Graham1988-b43	Glossophaga soricina	Carollia perspicillata	co-roosts with	http://purl.obolibrary.org/obo/RO_0002801		06		1977	06		1984	Peru	eastern Peruvian Andes and in the adjacent lowlands.	yes	not specified	anthropogenic	ENVO_00000070	domestic building	ENVO_00000073			Appendix 1		719	Various		3			Graham_1988	10.2307/1381626	https://academic.oup.com/jmammal/article/69/4/711/884072	Graham 1988. Interspecific associations among Peruvian bats at diurnal roost and roost sites. Journal of Mammalogy, 69:711-720.	ARW, ACS
Graham1988-b44	Glossophaga soricina	Desmodus rotundus	co-roosts with	http://purl.obolibrary.org/obo/RO_0002801		06		1977	06		1984	Peru	eastern Peruvian Andes and in the adjacent lowlands.	yes	not specified	cave	ENVO_00000067					Appendix 1		719	Various		1			Graham_1988	10.2307/1381626	https://academic.oup.com/jmammal/article/69/4/711/884072	Graham 1988. Interspecific associations among Peruvian bats at diurnal roost and roost sites. Journal of Mammalogy, 69:711-720.	ARW, ACS
Graham1988-b45	Glossophaga soricina	Desmodus youngi	co-roosts with	http://purl.obolibrary.org/obo/RO_0002801		06		1977	06		1984	Peru	eastern Peruvian Andes and in the adjacent lowlands.	yes	not specified	cave	ENVO_00000067					Appendix 1		719	Various		1			Graham_1988	10.2307/1381626	https://academic.oup.com/jmammal/article/69/4/711/884072	Graham 1988. Interspecific associations among Peruvian bats at diurnal roost and roost sites. Journal of Mammalogy, 69:711-720.	ARW, ACS
Graham1988-b46	Glossophaga soricina	Lonchophylla handleyi	co-roosts with	http://purl.obolibrary.org/obo/RO_0002801		06		1977	06		1984	Peru	eastern Peruvian Andes and in the adjacent lowlands.	yes	not specified	cave	ENVO_00000067					Appendix 1		719	Various		1			Graham_1988	10.2307/1381626	https://academic.oup.com/jmammal/article/69/4/711/884072	Graham 1988. Interspecific associations among Peruvian bats at diurnal roost and roost sites. Journal of Mammalogy, 69:711-720.	ARW, ACS
Graham1988-b47	Glossophaga soricina	Micronycteris minuta	co-roosts with	http://purl.obolibrary.org/obo/RO_0002801		06		1977	06		1984	Peru	eastern Peruvian Andes and in the adjacent lowlands.	yes	not specified	cave	ENVO_00000067					Appendix 1		719	Various		2			Graham_1988	10.2307/1381626	https://academic.oup.com/jmammal/article/69/4/711/884072	Graham 1988. Interspecific associations among Peruvian bats at diurnal roost and roost sites. Journal of Mammalogy, 69:711-720.	ARW, ACS
Graham1988-b48	Glossophaga soricina	Molossus molossus	co-roosts with	http://purl.obolibrary.org/obo/RO_0002801		06		1977	06		1984	Peru	eastern Peruvian Andes and in the adjacent lowlands.	yes	not specified	anthropogenic	ENVO_00000070	domestic building	ENVO_00000073			Appendix 1		719	Various		1			Graham_1988	10.2307/1381626	https://academic.oup.com/jmammal/article/69/4/711/884072	Graham 1988. Interspecific associations among Peruvian bats at diurnal roost and roost sites. Journal of Mammalogy, 69:711-720.	ARW, ACS
Graham1988-b49	Glossophaga soricina	Peropteryx macrotis	co-roosts with	http://purl.obolibrary.org/obo/RO_0002801		06		1977	06		1984	Peru	eastern Peruvian Andes and in the adjacent lowlands.	yes	not specified	cave	ENVO_00000067					Appendix 1		719	Various		1			Graham_1988	10.2307/1381626	https://academic.oup.com/jmammal/article/69/4/711/884072	Graham 1988. Interspecific associations among Peruvian bats at diurnal roost and roost sites. Journal of Mammalogy, 69:711-720.	ARW, ACS
Graham1988-b50	Glossophaga soricina	Phyllostomus hastatus	co-roosts with	http://purl.obolibrary.org/obo/RO_0002801		06		1977	06		1984	Peru	eastern Peruvian Andes and in the adjacent lowlands.	yes	not specified	cave	ENVO_00000067					Appendix 1		719	Various		2			Graham_1988	10.2307/1381626	https://academic.oup.com/jmammal/article/69/4/711/884072	Graham 1988. Interspecific associations among Peruvian bats at diurnal roost and roost sites. Journal of Mammalogy, 69:711-720.	ARW, ACS
Graham1988-b51	Lonchophylla handleyi	Desmodus rotundus	co-roosts with	http://purl.obolibrary.org/obo/RO_0002801		06		1977	06		1984	Peru	eastern Peruvian Andes and in the adjacent lowlands.	yes	not specified	cave	ENVO_00000067					Appendix 1		719	Various		1			Graham_1988	10.2307/1381626	https://academic.oup.com/jmammal/article/69/4/711/884072	Graham 1988. Interspecific associations among Peruvian bats at diurnal roost and roost sites. Journal of Mammalogy, 69:711-720.	ARW, ACS
Graham1988-b52	Lonchophylla handleyi	Desmodus youngi	co-roosts with	http://purl.obolibrary.org/obo/RO_0002801		06		1977	06		1984	Peru	eastern Peruvian Andes and in the adjacent lowlands.	yes	not specified	cave	ENVO_00000067					Appendix 1		719	Various		1			Graham_1988	10.2307/1381626	https://academic.oup.com/jmammal/article/69/4/711/884072	Graham 1988. Interspecific associations among Peruvian bats at diurnal roost and roost sites. Journal of Mammalogy, 69:711-720.	ARW, ACS
Graham1988-b53	Lonchophylla handleyi	Diphylla ecaudata	co-roosts with	http://purl.obolibrary.org/obo/RO_0002801		06		1977	06		1984	Peru	eastern Peruvian Andes and in the adjacent lowlands.	yes	not specified	cave	ENVO_00000067					Appendix 1		719	Various		1			Graham_1988	10.2307/1381626	https://academic.oup.com/jmammal/article/69/4/711/884072	Graham 1988. Interspecific associations among Peruvian bats at diurnal roost and roost sites. Journal of Mammalogy, 69:711-720.	ARW, ACS
Graham1988-b54	Lonchophylla handleyi	Glossophaga soricina	co-roosts with	http://purl.obolibrary.org/obo/RO_0002801		06		1977	06		1984	Peru	eastern Peruvian Andes and in the adjacent lowlands.	yes	not specified	cave	ENVO_00000067					Appendix 1		719	Various		1			Graham_1988	10.2307/1381626	https://academic.oup.com/jmammal/article/69/4/711/884072	Graham 1988. Interspecific associations among Peruvian bats at diurnal roost and roost sites. Journal of Mammalogy, 69:711-720.	ARW, ACS
Graham1988-b55	Lonchophylla handleyi	Micronycteris minuta	co-roosts with	http://purl.obolibrary.org/obo/RO_0002801		06		1977	06		1984	Peru	eastern Peruvian Andes and in the adjacent lowlands.	yes	not specified	cave	ENVO_00000067					Appendix 1		719	Various		1			Graham_1988	10.2307/1381626	https://academic.oup.com/jmammal/article/69/4/711/884072	Graham 1988. Interspecific associations among Peruvian bats at diurnal roost and roost sites. Journal of Mammalogy, 69:711-720.	ARW, ACS
Graham1988-b56	Macrophyllum macrophyllum	Carollia perspicillata	co-roosts with	http://purl.obolibrary.org/obo/RO_0002801		06		1977	06		1984	Peru	eastern Peruvian Andes and in the adjacent lowlands.	yes	not specified	cave	ENVO_00000067					Appendix 1		718	Various		1			Graham_1988	10.2307/1381626	https://academic.oup.com/jmammal/article/69/4/711/884072	Graham 1988. Interspecific associations among Peruvian bats at diurnal roost and roost sites. Journal of Mammalogy, 69:711-720.	ARW, ACS
Graham1988-b57	Micronycteris hirsuta	Carollia brevicauda	co-roosts with	http://purl.obolibrary.org/obo/RO_0002801		06		1977	06		1984	Peru	eastern Peruvian Andes and in the adjacent lowlands.	yes	not specified	tree	ENVO_01001057	standing tree				Appendix 1		718	Various		1			Graham_1988	10.2307/1381626	https://academic.oup.com/jmammal/article/69/4/711/884072	Graham 1988. Interspecific associations among Peruvian bats at diurnal roost and roost sites. Journal of Mammalogy, 69:711-720.	ARW, ACS
Graham1988-b58	Micronycteris hirsuta	Saccopteryx bilineata	co-roosts with	http://purl.obolibrary.org/obo/RO_0002801		06		1977	06		1984	Peru	eastern Peruvian Andes and in the adjacent lowlands.	yes	not specified	tree	ENVO_01001057	standing tree				Appendix 1		718	Various		1			Graham_1988	10.2307/1381626	https://academic.oup.com/jmammal/article/69/4/711/884072	Graham 1988. Interspecific associations among Peruvian bats at diurnal roost and roost sites. Journal of Mammalogy, 69:711-720.	ARW, ACS
Graham1988-b59	Micronycteris megalotis	Carollia perspicillata	co-roosts with	http://purl.obolibrary.org/obo/RO_0002801		06		1977	06		1984	Peru	eastern Peruvian Andes and in the adjacent lowlands.	yes	not specified	tree	ENVO_01001057	fallen tree				Appendix 1		718	Various		1			Graham_1988	10.2307/1381626	https://academic.oup.com/jmammal/article/69/4/711/884072	Graham 1988. Interspecific associations among Peruvian bats at diurnal roost and roost sites. Journal of Mammalogy, 69:711-720.	ARW, ACS
Graham1988-b60	Micronycteris megalotis	Desmodus rotundus	co-roosts with	http://purl.obolibrary.org/obo/RO_0002801		06		1977	06		1984	Peru	eastern Peruvian Andes and in the adjacent lowlands.	yes	not specified	cave	ENVO_00000067					Appendix 1		718	Various		1			Graham_1988	10.2307/1381626	https://academic.oup.com/jmammal/article/69/4/711/884072	Graham 1988. Interspecific associations among Peruvian bats at diurnal roost and roost sites. Journal of Mammalogy, 69:711-720.	ARW, ACS
